"inventory_id","item_sku","description","location_id","ebay_category_id","created_at","updated_at"
157,JB-0910-127,"Lot of 26 Intel CPUs: Q8200, Pentium E5800/E5500/E2200/E2180 Mixed Models",9,164,2025-12-04 15:31:21.370 -0600,
115,IZ-0105-111,Lenovo SM17A18044 SM17A18045 Mount Hardware,12,56092,2025-11-07 10:50:35.550 -0600,
129,IZ-0105-124,Skhynix 8GB HMA81GS6MFR8N-UH N0 AC 1743 (Lot of 18) DDR4 DRAM,12,170083,2025-11-18 14:55:51.566 -0600,
134,JB-0910-119,Mixed Lot of 10 DDR4 SDRAM,9,170083,2025-11-19 16:39:03.271 -0600,
137,IZ-0105-131,Unbranded Lot of 10 Mixed 4GB DDR4 SDRAM,1,170083,2025-11-20 10:48:54.219 -0600,
139,IZ-0105-133,Micron 4GB Lot of 10 Mixed Speeds 2133-2666 Mhz DDR4 SDRAM,1,170083,2025-11-20 11:30:30.969 -0600,
133,JB-0910-118,mixed DDR4 SDRAM,12,170083,2025-11-19 16:21:24.799 -0600,
135,IZ-0105-129,Lot of 10 Mixed 8GB DDR4 SDRAM,12,170083,2025-11-20 09:55:23.313 -0600,
132,IZ-0105-128,Micron Lot of 15 - MTA4ATF1G64HZ-3G2E2 031 8GB 1Rx16 3200 MT/s DDR4 SDRAM,12,170083,2025-11-19 11:17:45.822 -0600,
136,IZ-0105-130,Unbranded Lot of 10 Mixed 8GB DDR4 SDRAM,12,170083,2025-11-20 10:27:25.935 -0600,
140,IZ-0105-134,Unbranded Mixed 4GB Non-ECC Desktop DDR3 SDRAM,1,170083,2025-11-20 15:34:03.877 -0600,
131,IZ-0105-126,SK hynix HMA81GS6DJR8N-XN Lot of 9 8GB 3200AA DDR4 DRAM,12,170083,2025-11-18 15:31:15.567 -0600,
138,IZ-0105-132,SK hynix Lot of 10 PC4-2400T 4GB DDR4 SDRAM,12,170083,2025-11-20 10:54:52.165 -0600,
143,JB-0910-120,Spectra Precision LL500 Rotary Laser Level,9,63942,2025-11-26 14:45:34.355 -0600,
144,JB-0910-121,Spectra Precision LL300 Rotary Laser Level,9,63942,2025-11-26 15:13:33.117 -0600,
145,IZ-0105-137,Intel Socket 771 Mixed Lot of 20 (14 Xeon 5160) (2 Xeon E5335) (2 Xeon X5355) (2 Xeon X5472),1,164,2025-11-29 10:35:26.342 -0600,
146,IZ-0105-138,Intel Mixed Lot of 16 Pentium Dual-Core (2 x E5300) (11 X E5400) (1 X E5700) (2 x E5800),1,164,2025-11-29 11:04:04.530 -0600,
128,IZ-0105-123,LOT OF 100 Mixed 8GB Laptop DDR3 SO-DIMM,12,170083,2025-11-18 11:14:27.007 -0600,
141,IZ-0105-135,Crucial MX300 275GB Sata SSD CT27MX300SSD1 Internal SSD,12,175669,2025-11-21 16:34:50.421 -0600,
152,JB-0910-125,Intel Core i5-8500T SR3XD 6-Core 2.1GHz LGA 1151 CPU PEOCESSOR,12,164,2025-12-04 10:34:27.316 -0600,
148,JB-0910-122,"3RD & 4TH GEN CPU LOT",21,164,2025-12-03 13:52:05.117 -0600,
127,DT-0503-CAB-776,Digital Alert Systems OneNet SE Rack Mount Weather Alert System,20,48624,2025-11-13 16:04:10.478 -0600,
166,IZ-0105-164,Samsung M391A4G43AB1-CWE DDR4 DRAM,12,170083,2025-12-13 15:11:26.585 -0600,
150,JB-0910-123,Lot of 25 Intel Core i5 & i3 CPUs Mixed Models – i5-9500T 7600K 7500 6500 6400,12,164,2025-12-03 15:37:07.148 -0600,
155,JB-0910-126,"Intel CPU Lot (25) w/ Core 2 Duo E8500, E8600, E7600 & More – Mixed Models",21,164,2025-12-04 11:40:49.873 -0600,
123,IZ-0105-119,Dell Vostro 3500 Notebook/Laptop,12,177,2025-11-08 10:54:25.261 -0600,
102,IZ-0105-102,Apple PowerBook G3 Pismo,12,111422,2025-10-14 10:13:44.584 -0500,
158,IZ-0105-162,Micron (3x) MTA18ASF2G72AZ-2G3B1ZG (1x) MTA16ATF2G64AZ-2G3E1 DDR4 DRAM,12,170083,2025-12-05 14:54:57.214 -0600,
153,IZ-0105-160,MICROS TM-U220B Thermal Printer,12,46712,2025-12-04 10:45:31.172 -0600,
159,IZ-0105-163,Corsair CMK32GX4M2D3000C16 32Gb (2x16GB) DDR4 DRAM,12,170083,2025-12-05 16:24:23.566 -0600,
154,IZ-0105-161,MICROS TM-U220B Thermal Printer,12,46712,2025-12-04 11:10:23.274 -0600,
163,"JB-0910-99, JB-0910-98",Lot of 2 3M 1263 EMS II Locator Probe,9,181975,2025-12-10 13:07:03.311 -0600,
169,IZ-0105-167,Cisco N9K-C9372TX Nexus,1,51268,2025-12-16 13:21:21.829 -0600,
167,IZ-0105-165,Samsung PM981A Internal SSD,12,175669,2025-12-16 11:38:03.746 -0600,
168,IZ-0105-166,Samsung PM981A 1TB Internal SSD,12,175669,2025-12-16 11:40:38.599 -0600,
171,IZ-0105-169,Intel Lot of 2 I7-6700 LGA,12,164,2025-12-18 11:02:29.819 -0600,
103,IZ-0105-103,Samsung 16GB DDR3L ECC Server Ram,12,11210,2025-10-17 10:42:12.639 -0500,
170,IZ-0105-168,Intel I7-8700 SR3QS LGA,12,164,2025-12-18 10:43:25.666 -0600,
151,JB-0910-124,Lot of 35 Intel CPUs i7-3770 i5/i3/Pentium Mixed Models Desktop Processors,12,164,2025-12-04 08:58:38.176 -0600,
110,IZ-0105-107,Dell Inspiron 3910 Desktop,12,179,2025-11-05 16:38:55.489 -0600,
165,JB-0910-130,Lot of 2 sets of G.SKILL Ripjaws 8GB DDR3-1600 RAM 2x4GB Kit F3-12800CL9D-8GBRL PC3-12800,12,170083,2025-12-10 16:16:40.607 -0600,
147,IZ-0105-139,Intel Core I5-10500E LGA 1200,12,164,2025-11-29 13:47:18.006 -0600,
125,IZ-0105-121,Dell Vostro 3500 Notebook/Laptop,12,177,2025-11-11 10:36:31.672 -0600,
114,IZ-0105-110,Dell OCCY3K Mount Hardware,34,56092,2025-11-07 09:52:43.731 -0600,
101,IZ-0105-101,Edison ECNR25 250V 25A Class RK5 Electrical Fuse,14,260823,2025-10-11 10:03:18.438 -0500,
124,IZ-0105-120,Dell Vostro 3500 Notebook/Laptop,12,177,2025-11-11 10:26:18.342 -0600,
176,IZ-0105-174,"2.5"" Dell HDD Tray Caddy WX387 G176J G281D 0G176J 0G281D KG7NR 0KG7NR XN394",1,158816,2025-12-19 14:54:21.551 -0600,
181,KB-0822-159,Lot of 3 Intel Xeon E3-1240 V5,1,164,2025-12-27 14:18:18.661 -0600,
185,DT-0325-534,Dell OptiPlex 7050 Desktop,1,179,2026-01-06 15:50:44.835 -0600,
186,KB-0822-169,Dell Latitude 7400 Notebook/Laptop,1,177,2026-01-07 10:05:03.783 -0600,
187,KB-0822-170,Intel i9-9900,1,164,2026-01-07 15:49:11.390 -0600,
191,KB-0822-198,Dell Latitude 7400 Notebook/Laptop,1,177,2026-01-13 13:45:16.505 -0600,
192,KB-0822-200,Dell latitude e7420 Notebook/Laptop,1,177,2026-01-13 13:47:20.929 -0600,
193,KB-0822-201,Hp Pavilion 15 Notebook/Laptop,1,177,2026-01-13 13:51:21.351 -0600,
195,KB-0822-203,HP Intel Core i7-5600U Notebook/Laptop,1,177,2026-01-13 14:19:44.677 -0600,
196,KB-0822-199,Dell inspiron 5767 Notebook/Laptop,1,177,2026-01-13 14:21:28.206 -0600,
204,KB-0822-190,Dell precision 3561 Notebook/Laptop,1,177,2026-01-13 16:06:33.043 -0600,
205,CB2-0822-250,dell precision 3561 Notebook/Laptop,1,177,2026-01-13 16:20:54.380 -0600,
220,KB-0822-240,Intel SR1CA Intel SR1CA Core i5-4570T 4th Gen Processor 2.90GHz FCLGA1150 | Lot of 2,14,164,2026-01-16 13:26:09.610 -0600,
207,CB2-0822-253,Intel i7-6700 SR2L2 3.40GHZ LGA (Lot of 7),1,164,2026-01-14 14:52:36.140 -0600,
208,KB-0822-224,Dell Latitude 7490 Notebook/Laptop,1,177,2026-01-14 16:17:40.659 -0600,
240,KB-0822-250,Dell Latitude 5520 Notebook/Laptop,12,177,2026-01-21 18:03:41.146 -0600,
222,KB-0822-243,Micros Oracle APG W1680491072519-0105 Cash Drawer,14,317,2026-01-17 15:29:15.678 -0600,
189,CB2-0822-246,Dell Precision 3560 Notebook/Laptop,12,177,2026-01-10 11:01:19.963 -0600,
225,KB-0822-265,Dell Latitude 7490 Notebook/Laptop,1,177,2026-01-20 15:22:36.460 -0600,
226,KB-0822-264,Dell Latitude 7490 Notebook/Laptop,1,177,2026-01-20 15:27:24.077 -0600,
197,KB-0822-197,Dell precision 5540 - 16gb - intel xeon E-2276M,1,177,2026-01-13 14:36:01.712 -0600,
198,KB-0822-196,Dell precision 5540 - 16gb - intel xeon E-2276M,1,177,2026-01-13 14:58:55.982 -0600,
199,KB-0822-195,Dell precision 5540 - 16gb - intel xeon E-2276M,1,177,2026-01-13 15:19:21.934 -0600,
200,KB-0822-194,Dell precision 5540 - 16gb - intel xeon E-2276M,1,177,2026-01-13 15:27:16.356 -0600,
201,KB-0822-193,Dell precision 5540 - 16gb - intel xeon E-2276M,1,177,2026-01-13 15:46:49.128 -0600,
202,KB-0822-192,Dell precision 5540 - 16gb - intel xeon E-2276M,1,177,2026-01-13 15:51:57.808 -0600,
203,KB-0822-191,Dell precision 5540 - 16gb - intel xeon E-2276M,1,177,2026-01-13 16:01:14.772 -0600,
223,KB-0822-219,Dymo 550 LabelWriter,12,184274,2026-01-17 16:28:23.755 -0600,
209, KB-0822-225,Dell precision 5540 - 16gb - intel xeon E-2276M,1,177,2026-01-14 16:31:32.743 -0600,
211,KB-0822-232,Dell Latitude 5520 Notebook/Laptop,1,177,2026-01-14 17:48:16.657 -0600,
214,KB-0822-230,Dell Latitude 5520 Notebook/Laptop,1,177,2026-01-14 18:05:53.085 -0600,
216,CB2-0822-255,Intel Core i5-10500 SRH3A 3.10GHZ,1,164,2026-01-15 11:49:38.941 -0600,
233,KB-0822-266,Micron DDR3L,12,170083,2026-01-21 16:05:42.760 -0600,
219,KB-0822-204,Micron DDR3 SDRAM,14,170083,2026-01-16 12:53:11.237 -0600,
228,KB-0822-261,Dell Latitude 7490 Notebook/Laptop,1,177,2026-01-20 15:34:36.609 -0600,
229,KB-0822-260,Dell Latitude 7490 Notebook/Laptop,1,177,2026-01-20 15:41:08.090 -0600,
224,KB-0822-244,Oracle Micros Workstation 6 Adjustable Stand,12,71474,2026-01-20 14:39:21.437 -0600,
230,KB-0822-259,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-21 15:45:52.133 -0600,
231,KB-0822-258,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-21 15:53:13.139 -0600,
232,KB-0822-257,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-21 15:57:07.019 -0600,
234,KB-0822-256,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-21 16:15:41.622 -0600,
235,KB-0822-255,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-21 16:23:17.449 -0600,
236,KB-0822-254,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-21 17:16:15.770 -0600,
237,KB-0822-253,Dell Latitude 3510 Laptop,1,111422,2026-01-21 17:25:42.321 -0600,
238,KB-0822-252,Dell latitude 5521 Notebook/Laptop,1,177,2026-01-21 17:39:18.595 -0600,
239,KB-0822-251 ,Dell Precision 3560 Notebook/Laptop,1,177,2026-01-21 17:55:24.081 -0600,
188,CB2-0822-247,dell latitude 5521 Notebook/Laptop,12,177,2026-01-10 10:49:21.741 -0600,
175,IZ-0105-173,Dell Precision 17 7760 Notebook/Laptop,12,177,2025-12-19 13:04:49.968 -0600,
160,JB-0910-128,Micros/Oracle workstation 6 625x Point of Sale,12,71474,2025-12-05 16:48:01.873 -0600,
164,"JB-0910-128, JB-0910-129","Lot of 6 3M, Dynatel Dyna-Coupler 3005 1” Clamp",12,181975,2025-12-10 14:28:22.566 -0600,
215,CB2-0822-254,Intel Core i5-8500 SR3XE (Lot of 4),12,164,2026-01-15 09:45:44.817 -0600,
183,KB-0822-167 ,Dell Latitude 5521 Notebook/Laptop,12,177,2026-01-06 10:18:06.747 -0600,
184,KB-0822-168,Dell Latitude 5521 Notebook/Laptop,12,177,2026-01-06 13:33:17.209 -0600,
177,IZ-0105-175,Dell Latitude 5421 Notebook/Laptop,12,177,2025-12-23 10:50:21.599 -0600,
180,KB-0822-73,Dell Optiplex 7060 Desktop,12,179,2025-12-27 10:42:01.032 -0600,
182,KB-0822-163,Intel i7-8700,12,164,2025-12-27 15:40:48.051 -0600,
174,IZ-0105-172,Samsung & Skhynix M425R2GA3BB0-CQKOL & HMCG78MEBSA092N BA SODIMM DDR5,12,170083,2025-12-18 15:14:42.890 -0600,
178,KB-0822-71,Dell Optiplex 7070 Ultra Desktop,12,179,2025-12-26 16:17:45.726 -0600,
243,CB2-0822-259,Zebra ZT230 Direct Thermal Industrial Label Printer,14,184274,2026-01-22 16:28:59.387 -0600,
245,KB-0822-222,Intel SR3QS CPU/Processor,19,164,2026-01-23 15:41:16.662 -0600,
247,KB-0822-249,Dell precision  5540 Notebook/Laptop,1,177,2026-01-27 14:24:12.376 -0600,
213,KB-0822-236,Intel Core SRH38 INTEL CORE I5-10505 PROCESSOR | 3.20GHZ | SRH38,12,164,2026-01-14 18:05:26.929 -0600,
227,KB-0822-263,Dell Latitude 7490 Notebook/Laptop,12,177,2026-01-20 15:30:37.585 -0600,
218,KB-0822-239,SK hynix HMA84GR7JJR4N-VK Server Module Memory | Dell Certified | Lot of 4,12,11210,2026-01-15 16:21:48.553 -0600,
172,IZ-0105-170,Intel I5-7500 Lot of 7 LGA,12,164,2025-12-18 11:05:17.899 -0600,
206,CB2-0822-251,Intel Core i7-11700 CPU,12,164,2026-01-14 10:28:40.629 -0600,
210,KB-0822-227,Dell precision 5540 - 16gb - intel xeon E-2276M,12,177,2026-01-14 16:46:35.486 -0600,
246,KB-0822-267,Intel SR2L0 Intel Core i7-6700K 4.0 GHz Quad-Core (BX80662I76700K) Processor,12,164,2026-01-23 16:22:13.586 -0600,
244,CB2-0822-257,Samsung Galaxy S5,12,43304,2026-01-23 12:16:49.130 -0600,
221,KB-0822-241,Intel Core i5-7600 3.8GHz Quad-Core Processor SR334 LGA1151 - Lot of 2,12,164,2026-01-16 13:46:01.237 -0600,
194,	 KB-0822-202,dell 113567 - 8gb - I5-1135G7,12,177,2026-01-13 14:16:39.069 -0600,
212,KB-0822-231,Dell Precision 3560 Notebook/Laptop,12,177,2026-01-14 17:58:36.385 -0600,
249,KB-0822-247,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-27 15:01:44.848 -0600,
250,KB-0822-246,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-27 15:12:52.749 -0600,
253,KB-0822-228,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-28 13:19:50.978 -0600,
254,KB-0822-245,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-28 13:43:24.795 -0600,
258,IZ-0105-179,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-28 14:16:54.478 -0600,
300,D-2620-20,Dell optiplex 3070 Desktop,1,179,2026-02-06 13:31:45.838 -0600,
259,IZ-0105-180,Dell Vostro 3500  Notebook/Laptop 16gb - no ssd - intel iris xe i5,1,177,2026-01-28 14:53:15.929 -0600,
264,IZ-0105-185,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-28 15:55:00.510 -0600,
261,IZ-0105-182,Dell latitude 3520 Notebook/Laptop,1,177,2026-01-28 15:25:52.898 -0600,
263,IZ-0105-184,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-28 15:43:56.465 -0600,
268,IZ-0105-189,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-29 13:40:00.016 -0600,
269,IZ-0105-190,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-29 13:49:52.451 -0600,
256,iz-0105-177,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-28 14:01:02.732 -0600,
252,IZ-0105-176,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-28 13:02:53.082 -0600,
255,KB-0822-229,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-28 13:51:32.704 -0600,
270,CB2-0822-260,SK hynix HMAA2GS6CJR8N-XN 16GB DDR4 SDRAM,12,170083,2026-01-30 12:47:34.349 -0600,
272,IZ-0105-192,Dell Latitude 3520 Notebook/Laptop,1,177,2026-01-31 10:16:31.727 -0600,
273,IZ-0105-193,Dell Vostro 3500 Notebook/Laptop,1,177,2026-01-31 10:42:36.691 -0600,
275,IZ-0105-196,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-31 11:26:46.605 -0600,
276,IZ-0105-197,Dell Latitude 3510 Notebook/Laptop,1,177,2026-01-31 11:35:49.189 -0600,
301,D-2620-22,Dell OptiPlex 3060 Desktop,1,179,2026-02-06 15:49:22.632 -0600,
278,IZ-0105-198,Dell Optiplex 7060 Desktop,1,179,2026-01-31 12:57:54.093 -0600,
281,KB-0822-262,Dell Latitude 3510 Notebook/Laptop,1,177,2026-02-04 14:54:28.318 -0600,
266,IZ-0105-187,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-29 13:23:19.497 -0600,
284,D-2620-4,Dell Vostro 3500 Notebook/Laptop 8gb - no ssd - intel iris Xe Graphics,12,177,2026-02-04 15:13:51.855 -0600,
309,D-2620-23,Dell OptiPlex 3060 Desktop,12,179,2026-02-09 16:35:47.980 -0600,
313,D-2620-27,"Lenovo ideapad 3,   12gb, 256gb ssd, i3 Notebook/Laptop",12,177,2026-02-10 16:05:47.566 -0600,
298,D-2620-18,Dell Optiplex 3070 Desktop,12,179,2026-02-06 12:48:45.802 -0600,
286,D-2620-6,Dell Vostro 3500 Notebook/Laptop 8gb - no ssd - intel iris Xe Graphics,1,177,2026-02-04 15:19:49.147 -0600,
297,D-2620-17,Dell Optiplex 3070 Desktop,12,179,2026-02-06 12:22:14.051 -0600,
288,D-2620-8,Dell Vostro 3500 Notebook/Laptop 8gb - no ssd - intel iris Xe Graphics,1,177,2026-02-04 15:25:42.188 -0600,
289,D-2620-9,Dell Vostro 3500 Notebook/Laptop 8gb - no ssd - intel iris Xe Graphics,1,177,2026-02-04 15:40:06.415 -0600,
291,D-2620-11,Dell optiplex 3070 Desktop,1,179,2026-02-05 14:08:29.368 -0600,
292,D-2620-12,dell optiplex 3070 micro Desktop,1,179,2026-02-05 14:29:51.252 -0600,
293,D-2620-13,Dell optiplex 3070 micro Desktop,1,179,2026-02-05 14:56:13.965 -0600,
294,D-2620-14,dell Optiplex 3070 Desktop,1,179,2026-02-05 15:21:13.805 -0600,
295,D-2620-15,Dell optiplex 3070 micro Desktop,1,179,2026-02-05 15:35:47.559 -0600,
296,d-2620-16,Dell Latitude 5591 Notebook/Laptop,1,177,2026-02-05 16:51:52.916 -0600,
312,D-2620-26,"Asus q505u i5-8250u , 12gb, UHD graphics, 250 gb ssd Notebook/Laptop",1,177,2026-02-10 15:27:39.075 -0600,
307,CB2-0822-310,VideoSecu ML441B Tilt & Swivel,11,48656,2026-02-07 17:10:38.346 -0600,
317,D-2620-30,"ASUS TP510U,  16gb ram, 256gb ssd, i7-8550U, UHD graphics 620 Notebook/Laptop",1,177,2026-02-11 15:39:51.607 -0600,
248,KB-0822-248,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-27 14:51:20.542 -0600,
310,D-2620-24,Dell OptiPlex 3060 Desktop,1,179,2026-02-10 13:40:47.710 -0600,
311,D-2620-25,dell precision 3431 Desktop,1,179,2026-02-10 14:11:11.431 -0600,
279,IZ-0105-199,Timetec 75TT24NU2R8-16G (Lot of 4) 16GB 2400Mhz 2Rx8 DDR4 DRAM,12,170083,2026-02-03 10:00:45.083 -0600,
290,D-2620-10,Dell optiplex 5060 micro Desktop,12,179,2026-02-05 13:45:53.067 -0600,
303,IZ-0105-201,"TIMETEC 32GB (2x16GB) 2RX8 PC4-2666 DDR4 Desktop Memory RAM, 75TT26NU2R8-16G",12,170083,2026-02-07 15:10:03.955 -0600,
90,IZ-0105-96,Dell Latitude 5590 Notebook/Laptop,12,177,2025-10-04 12:35:52.105 -0500,
271,IZ-0105-191,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-31 10:06:51.877 -0600,
190,CB2-0822-249,Dell precision 5540 - 16gb - intel xeon E-2276M,12,177,2026-01-10 11:32:10.144 -0600,
305,IZ-0105-203,SAMSUNG 32GB (2x16GB) DDR4-2400 PC4-19200 Unbuffered memory M378A2K43CB1-CRC,12,170083,2026-02-07 15:53:23.976 -0600,
315,D-2620-29,"Dell Latitude 3520, 16gb, 256ssd, i7-1165g7 Notebook/Laptop",1,177,2026-02-10 16:44:37.369 -0600,
302,IZ-0105-200,Corsair Vengeance LPX DDR4 RAM 4x8GB Sticks 32GB CMK16GX4M2A2666C16 (8 GB sticks),12,170083,2026-02-07 14:58:23.170 -0600,
304,IZ-0105-202,Crucial 2x 16GB (32Gb total) DDR4 3200 MHz CL22 RAM Module (CT16G4DFRA32A),12,170083,2026-02-07 15:28:51.926 -0600,
319,D-2620-31,"Dell HP 15-cs204nr, 8gb, 256gb ssd, i5-8265u, Notebook/Laptop",1,177,2026-02-11 16:31:09.230 -0600,
320,  D-2620-32,"Dell Inspiron 5579, 8gb ram, 256gb ssd, i7-8550u Notebook/Laptop",1,177,2026-02-11 17:27:05.670 -0600,
257,IZ-0105-178,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-28 14:07:58.787 -0600,
267,IZ-0105-188,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-29 13:32:08.839 -0600,
274,IZ-0105-194,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-31 11:18:04.467 -0600,
262,IZ-0105-183,Dell Latitude 3510 Notebook/Laptop,12,177,2026-01-28 15:32:33.000 -0600,
